id	name	description	synonyms	organism
ENSG00000172482	AGXT	alanine--glyoxylate aminotransferase [Source:HGNC Symbol;Acc:HGNC:341]	["AGT", "AGT1", "AGXT", "AGXT1", "ENTREZ:189", "HGNC:341", "MIM:604285", "NM_000030", "NP_000021", "PH1", "SPAT", "SPT", "TLH6", "alanine--glyoxylate and serine--pyruvate aminotransferase"]	NCBI:txid9606
ENSG00000172548	NIPAL4	NIPA like domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28018]	["ARCI6", "ENTREZ:348938", "HGNC:28018", "ICHTHYIN", "ICHYN", "MIM:609383", "NIPA like domain containing 4", "NIPAL4", "NM_001099287", "NM_001172292", "NP_001092757", "NP_001165763", "SLC57A6", "XM_011534552", "XM_024446043", "XP_011532854", "XP_024301811"]	NCBI:txid9606
ENSG00000172572	PDE3A	phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778]	["CGI-PDE A", "CGI-PDE", "CGI-PDE-A", "ENTREZ:5139", "HGNC:8778", "HTNB", "MIM:123805", "NM_000921", "NM_001244683", "NM_001378407", "NM_001378408", "NM_001378409", "NP_000912", "NP_001231612", "NP_001365336", "NP_001365337", "NP_001365338", "PDE3A", "XM_017019420", "XM_017019421", "XP_016874909", "XP_016874910", "phosphodiesterase 3A"]	NCBI:txid9606
ENSG00000172575	RASGRP1	RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]	["CALDAG-GEFI", "CALDAG-GEFII", "ENTREZ:10125", "HGNC:9878", "IMD64", "MIM:603962", "NM_001128602", "NM_001306086", "NM_005739", "NP_001122074", "NP_001293015", "NP_005730", "RAS guanyl releasing protein 1", "RASGRP", "RASGRP1", "XM_005254114", "XM_011521151", "XM_017021860", "XP_005254171", "XP_011519453", "XP_016877349"]	NCBI:txid9606
ENSG00000172661	WASHC2C	WASH complex subunit 2C [Source:HGNC Symbol;Acc:HGNC:23414]	["ENTREZ:253725", "FAM21A", "FAM21C", "HGNC:23414", "MIM:613631", "NM_001169106", "NM_001169107", "NM_001330074", "NM_001367393", "NM_001367394", "NM_001367395", "NM_001367396", "NM_001367397", "NM_001367398", "NM_001367399", "NM_001367400", "NM_001367401", "NM_001367402", "NM_001367403", "NM_001367404", "NM_001367405", "NM_001367406", "NM_001367407", "NM_001367408", "NM_001367409", "NM_001367410", "NM_001367411", "NM_001367412", "NM_001367413", "NM_001367414", "NM_001367415", "NM_001367416", "NM_015262", "NP_001162577", "NP_001162578", "NP_001317003", "NP_001354322", "NP_001354323", "NP_001354324", "NP_001354325", "NP_001354326", "NP_001354327", "NP_001354328", "NP_001354329", "NP_001354330", "NP_001354331", "NP_001354332", "NP_001354333", "NP_001354334", "NP_001354335", "NP_001354336", "NP_001354337", "NP_001354338", "NP_001354339", "NP_001354340", "NP_001354341", "NP_001354342", "NP_001354343", "NP_001354344", "NP_001354345", "NP_056077", "NR_159966", "VPEF", "WASH complex subunit 2C", "WASHC2C", "XM_011539568", "XM_011539569", "XM_011539570", "XM_011539572", "XM_011539573", "XM_017016014", "XM_017016017", "XM_017016025", "XP_011537870", "XP_011537871", "XP_011537872", "XP_011537874", "XP_011537875", "XP_016871503", "XP_016871506", "XP_016871514", "XR_002956972"]	NCBI:txid9606
ENSG00000172716	SLFN11	schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]	["ENTREZ:91607", "HGNC:26633", "MIM:614953", "NM_001104587", "NM_001104588", "NM_001104589", "NM_001104590", "NM_001376007", "NM_001376008", "NM_001376009", "NM_001376010", "NM_001376011", "NM_001376012", "NM_001387158", "NM_001387159", "NM_001387160", "NM_001387161", "NM_001387162", "NM_001387163", "NM_152270", "NP_001098057", "NP_001098058", "NP_001098059", "NP_001098060", "NP_001362936", "NP_001362937", "NP_001362938", "NP_001362939", "NP_001362940", "NP_001374087", "NP_001374088", "NP_001374089", "NP_001374090", "NP_001374091", "NP_001374092", "NP_689483", "SLFN11", "SLFN8/9", "schlafen family member 11"]	NCBI:txid9606
ENSG00000172725	CORO1B	coronin 1B [Source:HGNC Symbol;Acc:HGNC:2253]	["CORO1B", "CORONIN-2", "ENTREZ:57175", "HGNC:2253", "MIM:609849", "NM_001018070", "NM_020441", "NP_001018080", "NP_065174", "coronin 1B"]	NCBI:txid9606
ENSG00000172817	CYP7B1	cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]	["CBAS3", "CP7B", "CYP7B1", "ENTREZ:9420", "HGNC:2652", "MIM:603711", "NM_001324112", "NM_004820", "NP_001311041", "NP_004811", "SPG5A", "XM_017014002", "XP_016869491", "cytochrome P450 family 7 subfamily B member 1"]	NCBI:txid9606
ENSG00000172818	OVOL1	ovo like transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:8525]	["ENTREZ:5017", "HGNC:8525", "HOVO1", "MIM:602313", "NM_004561", "NP_004552", "OVOL1", "XM_005274018", "XM_011545067", "XM_011545068", "XM_017017837", "XM_017017838", "XP_005274075", "XP_011543369", "XP_011543370", "XP_016873326", "XP_016873327", "ovo like transcriptional repressor 1"]	NCBI:txid9606
ENSG00000172867	KRT2	keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439]	["CK-2e", "ENTREZ:3849", "HGNC:6439", "K2e", "KRT2", "KRT2A", "KRT2E", "KRTE", "MIM:600194", "NM_000423", "NP_000414", "keratin 2"]	NCBI:txid9606
ENSG00000172869	DMXL1	Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]	["DMXL1", "Dmx like 1", "ENTREZ:1657", "HGNC:2937", "MIM:605671", "NM_001290321", "NM_001349239", "NM_001349240", "NM_001387933", "NM_001387934", "NM_001387937", "NM_001387938", "NM_005509", "NP_001277250", "NP_001336168", "NP_001336169", "NP_001374862", "NP_001374863", "NP_001374866", "NP_001374867", "NP_005500", "NR_170867", "NR_170868", "NR_170869", "XM_005271909", "XM_005271910", "XM_005271912", "XM_011543212", "XM_011543213", "XM_011543214", "XM_011543215", "XM_017009143", "XM_017009144", "XM_017009145", "XM_017009146", "XM_017009147", "XM_017009148", "XP_005271966", "XP_005271967", "XP_005271969", "XP_011541514", "XP_011541515", "XP_011541516", "XP_011541517", "XP_016864632", "XP_016864633", "XP_016864634", "XP_016864635", "XP_016864636", "XP_016864637", "XR_001742026", "XR_948239"]	NCBI:txid9606
ENSG00000172893	DHCR7	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]	["7-dehydrocholesterol reductase", "DHCR7", "ENTREZ:1717", "HGNC:2860", "MIM:602858", "NM_001163817", "NM_001360", "NP_001157289", "NP_001351", "SLOS", "XM_011544777", "XP_011543079"]	NCBI:txid9606
ENSG00000172915	NBEA	neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]	["BCL8B", "ENTREZ:26960", "HGNC:7648", "LYST2", "MIM:604889", "NBEA", "NEDEGE", "NM_001204197", "NM_001379245", "NM_001385012", "NM_015678", "NP_001191126", "NP_001366174", "NP_001371941", "NP_056493", "XM_005266346", "XM_006719803", "XM_006719805", "XM_006719806", "XM_011535046", "XM_011535047", "XM_017020544", "XM_017020545", "XM_017020546", "XM_024449338", "XP_005266403", "XP_006719866", "XP_006719868", "XP_006719869", "XP_011533348", "XP_011533349", "XP_016876033", "XP_016876034", "XP_016876035", "XP_024305106", "neurobeachin"]	NCBI:txid9606
ENSG00000172922	RNASEH2C	ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116]	["AGS3", "AYP1", "ENTREZ:84153", "HGNC:24116", "MIM:610330", "NM_032193", "NP_115569", "RNASEH2C", "ribonuclease H2 subunit C"]	NCBI:txid9606
ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]	["ENTREZ:4615", "HGNC:7562", "IMD68", "MIM:602170", "MYD88 innate immune signal transduction adaptor", "MYD88", "MYD88D", "NM_001172566", "NM_001172567", "NM_001172568", "NM_001172569", "NM_001365876", "NM_001365877", "NM_001374787", "NM_001374788", "NM_002468", "NP_001166037", "NP_001166038", "NP_001166039", "NP_001166040", "NP_001352805", "NP_001352806", "NP_001361716", "NP_001361717", "NP_002459", "NR_164663"]	NCBI:txid9606
ENSG00000172977	KAT5	lysine acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275]	["ENTREZ:10524", "ESA1", "HGNC:5275", "HTATIP", "HTATIP1", "KAT5", "MIM:601409", "NEDFASB", "NM_001206833", "NM_006388", "NM_182709", "NM_182710", "NP_001193762", "NP_006379", "NP_874368", "NP_874369", "PLIP", "TIP", "TIP60", "XM_006718421", "XP_006718484", "XR_001747726", "XR_001747727", "XR_001747728", "XR_002957116", "ZC2HC5", "cPLA2", "lysine acetyltransferase 5"]	NCBI:txid9606
ENSG00000172987	HPSE2	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]	["ENTREZ:60495", "HGNC:18374", "HPA2", "HPR2", "HPSE2", "MIM:613469", "NM_001166244", "NM_001166245", "NM_001166246", "NM_021828", "NP_001159716", "NP_001159717", "NP_001159718", "NP_068600", "UFS", "UFS1", "XM_006717937", "XM_011540029", "XM_011540030", "XM_011540031", "XM_017016495", "XM_017016496", "XM_017016497", "XM_017016498", "XM_024448119", "XM_024448120", "XP_006718000", "XP_011538331", "XP_011538332", "XP_011538333", "XP_016871984", "XP_016871985", "XP_016871986", "XP_016871987", "XP_024303887", "XP_024303888", "XR_001747170", "heparanase 2 (inactive)"]	NCBI:txid9606
ENSG00000173040	EVC2	EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]	["ENTREZ:132884", "EVC2", "EvC ciliary complex subunit 2", "HGNC:19747", "LBN", "MIM:607261", "NM_001166136", "NM_147127", "NP_001159608", "NP_667338", "WAD", "XM_017007736", "XM_017007737", "XM_017007738", "XM_017007739", "XM_024453893", "XP_016863225", "XP_016863226", "XP_016863227", "XP_016863228", "XP_024309661", "XR_001741141"]	NCBI:txid9606
ENSG00000173068	BNC2	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]	["BNC2", "BSN2", "ENTREZ:54796", "HGNC:30988", "LUTO", "MIM:608669", "NM_001317939", "NM_001317940", "NM_017637", "NP_001304868", "NP_001304869", "NP_060107", "basonuclin 2"]	NCBI:txid9606
ENSG00000173085	COQ2	coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]	["CL640", "COQ10D1", "COQ2", "ENTREZ:27235", "HGNC:25223", "MIM:609825", "MSA1", "NM_001358921", "NM_015697", "NP_001345850", "NP_056512", "PHB:PPT", "coenzyme Q2", "polyprenyltransferase"]	NCBI:txid9606
ENSG00000173171	MTX1	metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]	["ENTREZ:4580", "HGNC:7504", "MIM:600605", "MTX", "MTX1", "MTXN", "NM_002455", "NM_198883", "NP_002446", "NP_942584", "metaxin 1"]	NCBI:txid9606
ENSG00000173175	ADCY5	adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]	["AC5", "ADCY5", "ENTREZ:111", "FDFM", "HGNC:236", "MIM:600293", "NM_001199642", "NM_001378259", "NM_183357", "NP_001186571", "NP_001365188", "NP_899200", "XM_005247078", "XM_006713483", "XM_006713484", "XM_011512359", "XM_011512360", "XM_011512361", "XM_017005638", "XM_017005639", "XP_005247135", "XP_006713546", "XP_006713547", "XP_011510661", "XP_011510662", "XP_011510663", "XP_016861127", "XP_016861128", "adenylate cyclase 5"]	NCBI:txid9606
ENSG00000173218	VANGL1	VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]	["ENTREZ:81839", "HGNC:15512", "KITENIN", "LPP2", "MIM:610132", "NM_001172411", "NM_001172412", "NM_138959", "NP_001165882", "NP_001165883", "NP_620409", "STB2", "STBM2", "VANGL planar cell polarity protein 1", "VANGL1"]	NCBI:txid9606
ENSG00000173226	IQCB1	IQ motif containing B1 [Source:HGNC Symbol;Acc:HGNC:28949]	["ENTREZ:9657", "HGNC:28949", "IQ motif containing B1", "IQCB1", "MIM:609237", "NM_001023570", "NM_001023571", "NM_001319107", "NPHP5", "NP_001018864", "NP_001018865", "NP_001306036", "NR_134968", "PIQ", "SLSN5", "XM_005247911", "XM_005247912", "XM_011513335", "XM_017007537", "XM_017007539", "XM_024453833", "XM_024453834", "XP_005247968", "XP_005247969", "XP_011511637", "XP_016863026", "XP_016863028", "XP_024309601", "XP_024309602", "XR_001740376", "XR_001740377", "XR_001740378", "XR_001740379", "XR_001740380", "XR_001740381"]	NCBI:txid9606
ENSG00000173258	ZNF483	zinc finger protein 483 [Source:HGNC Symbol;Acc:HGNC:23384]	["ENTREZ:158399", "HGNC:23384", "NM_001007169", "NM_133464", "NP_001007170", "NP_597721", "XM_011518300", "XM_017014337", "XM_017014338", "XM_017014339", "XP_011516602", "XP_016869826", "XP_016869827", "XP_016869828", "ZKSCAN16", "ZNF483", "ZSCAN48", "zinc finger protein 483"]	NCBI:txid9606
ENSG00000173267	SNCG	synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]	["BCSG1", "ENTREZ:6623", "HGNC:11141", "MIM:602998", "NM_001330120", "NM_003087", "NP_001317049", "NP_003078", "SNCG", "SR", "XM_024448137", "XP_024303905", "synuclein gamma"]	NCBI:txid9606
ENSG00000173327	MAP3K11	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]	["ENTREZ:4296", "HGNC:6850", "MAP3K11", "MEKK11", "MIM:600050", "MLK-3", "MLK3", "NM_002419", "NP_002410", "PTK1", "SPRK", "XR_428915", "mitogen-activated protein kinase kinase kinase 11"]	NCBI:txid9606
ENSG00000173369	C1QB	complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]	["C1QB", "ENTREZ:713", "HGNC:1242", "MIM:120570", "NM_000491", "NM_001371184", "NM_001378156", "NP_000482", "NP_001358113", "NP_001365085", "complement C1q B chain"]	NCBI:txid9606
ENSG00000173372	C1QA	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]	["C1QA", "ENTREZ:712", "HGNC:1241", "MIM:120550", "NM_001347465", "NM_001347466", "NM_015991", "NP_001334394", "NP_001334395", "NP_057075", "complement C1q A chain"]	NCBI:txid9606
ENSG00000173376	NDNF	neuron derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:26256]	["C4orf31", "ENTREZ:79625", "HGNC:26256", "HH25", "MIM:616506", "NDNF", "NM_024574", "NORD", "NP_078850", "XM_024454212", "XM_024454213", "XP_024309980", "XP_024309981", "neuron derived neurotrophic factor"]	NCBI:txid9606
ENSG00000173402	DAG1	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]	["156DAG", "A3a", "AGRNR", "DAG", "DAG1", "ENTREZ:1605", "HGNC:2666", "LGMDR16", "MDDGA9", "MDDGC7", "MDDGC9", "MIM:128239", "NM_001165928", "NM_001177634", "NM_001177635", "NM_001177636", "NM_001177637", "NM_001177638", "NM_001177639", "NM_001177640", "NM_001177641", "NM_001177642", "NM_001177643", "NM_001177644", "NM_004393", "NP_001159400", "NP_001171105", "NP_001171106", "NP_001171107", "NP_001171108", "NP_001171109", "NP_001171110", "NP_001171111", "NP_001171112", "NP_001171113", "NP_001171114", "NP_001171115", "NP_004384", "dystroglycan 1"]	NCBI:txid9606
ENSG00000173406	DAB1	DAB adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:2661]	["DAB adaptor protein 1", "DAB1", "ENTREZ:1600", "HGNC:2661", "MIM:603448", "NM_001353980", "NM_001353983", "NM_001353985", "NM_001353986", "NM_001365792", "NM_001365793", "NM_001365794", "NM_001365795", "NM_001379461", "NM_001379462", "NM_021080", "NP_001340909", "NP_001340912", "NP_001340914", "NP_001340915", "NP_001352721", "NP_001352722", "NP_001352723", "NP_001352724", "NP_001366390", "NP_001366391", "NP_066566", "SCA37"]	NCBI:txid9606
ENSG00000173409	ARV1	ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]	["ARV1 homolog", "fatty acid homeostasis modulator", "ARV1", "DEE38", "EIEE38", "ENTREZ:64801", "HGNC:29561", "MIM:611647", "NM_001346992", "NM_022786", "NP_001333921", "NP_073623", "NR_144538", "XM_024449202", "XP_024304970", "XR_002957381"]	NCBI:txid9606
ENSG00000173418	NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]	["ENTREZ:51126", "HGNC:15908", "MIM:610833", "N-alpha-acetyltransferase 20", "NatB catalytic subunit", "NAA20", "NAT3", "NAT3P", "NAT5", "NAT5P", "NM_016100", "NM_181527", "NM_181528", "NP_057184", "NP_852668", "NP_852669", "dJ1002M8.1"]	NCBI:txid9606
ENSG00000173432	SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]	["ENTREZ:6288", "HGNC:10513", "MIM:104750", "NM_000331", "NM_001178006", "NM_199161", "NP_000322", "NP_001171477", "NP_954630", "PIG4", "SAA", "SAA1", "SAA2", "TP53I4", "serum amyloid A1"]	NCBI:txid9606
ENSG00000173482	PTPRM	protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]	["ENTREZ:5797", "HGNC:9675", "MIM:176888", "NM_001105244", "NM_001378142", "NM_001378143", "NM_001378144", "NM_001378145", "NM_001378146", "NM_001378147", "NM_002845", "NP_001098714", "NP_001365071", "NP_001365072", "NP_001365073", "NP_001365074", "NP_001365075", "NP_001365076", "NP_002836", "PTPRL1", "PTPRM", "R-PTP-MU", "RPTPM", "RPTPU", "XM_011525708", "XM_011525710", "XM_011525712", "XM_011525713", "XM_011525717", "XM_017025894", "XM_017025895", "XM_017025896", "XM_017025897", "XM_017025898", "XM_017025899", "XM_017025900", "XM_017025901", "XM_017025902", "XM_017025903", "XM_017025904", "XM_017025905", "XM_017025909", "XM_017025910", "XM_017025911", "XM_017025912", "XP_011524010", "XP_011524012", "XP_011524014", "XP_011524015", "XP_011524019", "XP_016881383", "XP_016881384", "XP_016881385", "XP_016881386", "XP_016881387", "XP_016881388", "XP_016881389", "XP_016881390", "XP_016881391", "XP_016881392", "XP_016881393", "XP_016881394", "XP_016881398", "XP_016881399", "XP_016881400", "XP_016881401", "XR_001753258", "hR-PTPu", "protein tyrosine phosphatase receptor type M"]	NCBI:txid9606
ENSG00000173531	MST1	macrophage stimulating 1 [Source:HGNC Symbol;Acc:HGNC:7380]	["D3F15S2", "DNF15S2", "ENTREZ:4485", "HGFL", "HGNC:7380", "MIM:142408", "MSP", "MST1", "NF15S2", "NM_001393581", "NM_001393582", "NM_001393583", "NM_001393584", "NM_001393585", "NM_020998", "NP_001380510", "NP_001380511", "NP_001380512", "NP_001380513", "NP_001380514", "NP_066278", "NR_146060", "XM_011533738", "XM_017006460", "XM_017006461", "XM_017006462", "XM_017006463", "XM_017006464", "XM_017006465", "XM_017006466", "XM_017006467", "XM_017006468", "XP_011532040", "XP_016861949", "XP_016861950", "XP_016861951", "XP_016861952", "XP_016861953", "XP_016861954", "XP_016861955", "XP_016861956", "XP_016861957", "XR_001740149", "XR_001740150", "XR_001740151", "XR_001740152", "XR_001740153", "XR_002959536", "XR_427273", "XR_940427", "macrophage stimulating 1"]	NCBI:txid9606
ENSG00000173540	GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]	["ENTREZ:29925", "GDP-mannose pyrophosphorylase B", "GMPPB", "HGNC:22932", "LGMDR19", "MDDGA14", "MDDGB14", "MDDGC14", "MIM:615320", "NM_013334", "NM_021971", "NP_037466", "NP_068806"]	NCBI:txid9606
ENSG00000173559	NABP1	nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]	["ENTREZ:64859", "HGNC:26232", "MIM:612103", "NABP1", "NM_001031716", "NM_001254736", "NM_022837", "NP_001026886", "NP_001241665", "NR_045622", "NR_045623", "OBFC2A", "SOSS-B2", "SSB2", "nucleic acid binding protein 1"]	NCBI:txid9606
ENSG00000173575	CHD2	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]	["CHD2", "EEOC", "ENTREZ:1106", "HGNC:1917", "MIM:602119", "NM_001042572", "NM_001271", "NP_001036037", "NP_001262", "chromodomain helicase DNA binding protein 2"]	NCBI:txid9606
ENSG00000173585	CCR9	C-C motif chemokine receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610]	["C-C motif chemokine receptor 9", "CC-CKR-9", "CCR9", "CDw199", "ENTREZ:10803", "GPR-9-6", "GPR28", "HGNC:1610", "MIM:604738", "NM_001256369", "NM_001386447", "NM_001386448", "NM_006641", "NM_031200", "NP_001243298", "NP_001373376", "NP_001373377", "NP_006632", "NP_112477"]	NCBI:txid9606
ENSG00000173588	CEP83	centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]	["CCDC41", "CEP83", "ENTREZ:51134", "HGNC:17966", "MIM:615847", "NM_001042399", "NM_001346457", "NM_001346458", "NM_001346459", "NM_001346460", "NM_001346461", "NM_001346462", "NM_001368037", "NM_001368038", "NM_001368039", "NM_001368040", "NM_001368041", "NM_001368042", "NM_016122", "NPHP18", "NP_001035858", "NP_001333386", "NP_001333387", "NP_001333388", "NP_001333389", "NP_001333390", "NP_001333391", "NP_001354966", "NP_001354967", "NP_001354968", "NP_001354969", "NP_001354970", "NP_001354971", "NP_057206", "NR_144441", "NR_160431", "NR_160432", "NY-REN-58", "XM_011538424", "XM_017019385", "XM_017019386", "XM_017019388", "XM_017019389", "XM_024449002", "XM_024449003", "XM_024449004", "XM_024449005", "XM_024449006", "XM_024449007", "XP_011536726", "XP_016874874", "XP_016874875", "XP_016874877", "XP_016874878", "XP_024304770", "XP_024304771", "XP_024304772", "XP_024304773", "XP_024304774", "XP_024304775", "XR_001748731", "XR_001748732", "XR_001748733", "XR_001748734", "XR_001748735", "XR_001748736", "XR_001748737", "XR_001748739", "XR_002957332", "XR_002957333", "centrosomal protein 83"]	NCBI:txid9606
ENSG00000173599	PC	pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]	["ENTREZ:5091", "HGNC:8636", "MIM:608786", "NM_000920", "NM_001040716", "NM_022172", "NP_000911", "NP_001035806", "NP_071504", "PC", "PCB", "XM_005274031", "XM_005274032", "XM_006718578", "XM_006718579", "XM_011545086", "XM_011545087", "XM_017017868", "XM_017017869", "XM_017017870", "XM_017017871", "XM_017017872", "XP_005274088", "XP_005274089", "XP_006718641", "XP_006718642", "XP_011543388", "XP_011543389", "XP_016873357", "XP_016873358", "XP_016873359", "XP_016873360", "XP_016873361", "pyruvate carboxylase"]	NCBI:txid9606
ENSG00000173614	NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]	["ENTREZ:64802", "HGNC:17877", "LCA9", "MIM:608700", "NMNAT", "NMNAT1", "NM_001297778", "NM_001297779", "NM_022787", "NP_001284707", "NP_001284708", "NP_073624", "PNAT1", "SHILCA", "XM_011541971", "XM_017002107", "XM_017002108", "XP_011540273", "XP_016857596", "XP_016857597", "nicotinamide nucleotide adenylyltransferase 1"]	NCBI:txid9606
ENSG00000173638	SLC19A1	solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]	["CHMD", "ENTREZ:6573", "FOLT", "HGNC:10937", "IFC-1", "IFC1", "MEGAF", "MIM:600424", "NM_001205206", "NM_001205207", "NM_001352510", "NM_001352511", "NM_001352512", "NM_003056", "NM_194255", "NP_001192135", "NP_001192136", "NP_001339439", "NP_001339440", "NP_001339441", "NP_919231", "REFC", "RFC", "RFC1", "RFT-1", "SLC19A1", "XM_011529696", "XM_011529698", "XM_011529700", "XM_011529701", "XM_011529702", "XM_011529703", "XM_011529706", "XM_011529709", "XM_017028443", "XM_017028444", "XM_017028445", "XP_011527998", "XP_011528000", "XP_011528002", "XP_011528003", "XP_011528004", "XP_011528005", "XP_011528008", "XP_011528011", "XP_016883932", "XP_016883933", "XP_016883934", "hRFC", "hSLC19A1", "solute carrier family 19 member 1"]	NCBI:txid9606
ENSG00000173660	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]	["ENTREZ:7388", "HGNC:12590", "MIM:613844", "NM_001297565", "NM_001297566", "NM_006004", "NP_001284494", "NP_001284495", "NP_005995", "QCR6", "UQCR8", "UQCRH", "ubiquinol-cytochrome c reductase hinge protein"]	NCBI:txid9606
ENSG00000173674	EIF1AX	eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]	["EIF1A", "EIF1AP1", "EIF1AX", "EIF4C", "ENTREZ:1964", "HGNC:3250", "MIM:300186", "NM_001412", "NP_001403", "eIF-1A", "eIF-4C", "eukaryotic translation initiation factor 1A X-linked"]	NCBI:txid9606
ENSG00000173678	SPDYE2B	speedy/RINGO cell cycle regulator family member E2B [Source:HGNC Symbol;Acc:HGNC:48334]	["ENTREZ:100310812", "HGNC:48334", "NM_001166339", "NP_001159811", "SPDYE2B", "SPDYE2L", "XM_005250093", "XM_011515702", "XP_005250150", "XP_011514004", "speedy/RINGO cell cycle regulator family member E2B"]	NCBI:txid9606
ENSG00000173698	ADGRG2	adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516]	["ADGRG2", "CBAVDX", "EDDM6", "ENTREZ:10149", "GPR64", "HE6", "HGNC:4516", "MIM:300572", "NM_001079858", "NM_001079859", "NM_001079860", "NM_001184833", "NM_001184834", "NM_001184835", "NM_001184836", "NM_001184837", "NM_005756", "NP_001073327", "NP_001073328", "NP_001073329", "NP_001171762", "NP_001171763", "NP_001171764", "NP_001171765", "NP_001171766", "NP_005747", "TM7LN2", "XM_006724455", "XM_011545434", "XM_011545435", "XP_006724518", "XP_011543736", "XP_011543737", "adhesion G protein-coupled receptor G2"]	NCBI:txid9606
ENSG00000173715	TOP6BL	TOP6B like initiator of meiotic double strand breaks [Source:HGNC Symbol;Acc:HGNC:26197]	["C11orf80", "ENTREZ:79703", "HGNC:26197", "HYDM4", "MIM:616109", "NM_001302084", "NM_024650", "NP_001289013", "NP_078926", "TOP6BL", "TOPOVIBL", "chromosome 11 open reading frame 80"]	NCBI:txid9606
ENSG00000173757	STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]	["ENTREZ:6777", "GHISID2", "HGNC:11367", "MIM:604260", "NM_012448", "NP_036580", "STAT5", "STAT5B", "XM_005257626", "XM_017024977", "XM_024450897", "XM_024450898", "XP_005257683", "XP_016880466", "XP_024306665", "XP_024306666", "signal transducer and activator of transcription 5B"]	NCBI:txid9606
ENSG00000173786	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]	["2'", "3'-cyclic nucleotide 3' phosphodiesterase", "CNP", "CNP1", "ENTREZ:1267", "HGNC:2158", "HLD20", "MIM:123830", "NM_001330216", "NM_033133", "NP_001317145", "NP_149124", "XM_011524340", "XP_011522642"]	NCBI:txid9606
